Year,Road_width,Location_Access,Governmentrate,Inflation_rate,Commercial-rate,Area,Earthen,Pitch,Goreto,Gravelled,paved,Commercial,Residential,Kathmandu,Lalitpur,Places
5.166666667,4.304461942,9,1.5,0.067,10,5.92,1,0,0,0,0,0,1,1,0,Kathmandu
3,2.624671916,1.5,7,0.0721,12,4.93,1,0,0,0,0,0,1,1,0,Kathmandu
3.083333333,4.304461942,3,1.625,0.0721,12,4.93,1,0,0,0,0,1,0,0,1,Lalitpur
2.5,2.952755906,4,10,0.0904,15,3.94,0,1,0,0,0,1,0,1,0,Kathmandu
2,3.937007874,5,7.15,0.0904,11.24952381,5.25,0,1,0,0,0,0,1,1,0,Kathmandu
1.25,3.280839895,2,2.75,0.0987,15.00478469,3.91875,0,0,0,1,0,0,1,1,0,Kathmandu
5.083333333,4.265091864,25,9,0.067,13,4.5,1,0,0,0,0,0,1,1,0,Kathmandu
4.083333333,3.937007874,3,2,0.067,3.5,16.625,1,0,0,0,0,0,1,1,0,Kathmandu
3.916666667,7.532808399,5,3,0.0721,3,19.34,1,0,0,0,0,0,1,1,0,Kathmandu
3.166666667,4.304461942,7,11,0.0721,14.5,4,1,0,0,0,0,0,1,1,0,Kathmandu
4.666666667,4.304461942,4,3.5,0.093,14.5,4,1,0,0,0,0,0,1,1,0,Kathmandu
3.416666667,6.456692913,20,0.9375,0.0721,6,9.65,0,0,0,1,0,0,1,0,1,Lalitpur
3,19.37007874,1,24,0.0721,50,1.15,0,1,0,0,0,1,0,1,0,Kathmandu
2.416666667,5.905511811,5.5,0.5,0.0904,3,19,1,0,0,0,0,1,0,0,1,Lalitpur
2.833333333,3.280839895,0.9,9,0.0904,25,2.25,0,0,0,0,1,0,1,1,0,Kathmandu
2.5,4.304461942,2,5,0.0904,9,6.25,1,0,0,0,0,0,1,1,0,Kathmandu
3.666666667,4.304461942,5,2.25,0.0721,9,6.25,1,0,0,0,0,0,1,1,0,Kathmandu
0.916666667,2.624671916,0.5,8,0.0831,22.48,2.5,0,0,0,1,0,1,0,1,0,Kathmandu
3.5,3.280839895,1.05,5,0.067,8,7,1,0,0,0,0,1,0,1,0,Kathmandu
1.916666667,7.217847769,2.5,3.3,0.0987,8,7,0,1,0,0,0,0,1,1,0,Kathmandu
1.083333333,3.280839895,2.5,1.5,0.0987,11.98874447,4.664375,1,0,0,0,0,0,1,1,0,Kathmandu
3.5,3.280839895,1.05,5,0.067,8,6.975,1,0,0,0,0,1,0,1,0,Kathmandu
1,4.265091864,5,9,0.0987,15.0126114,3.716875,0,1,0,0,0,0,1,1,0,Kathmandu
3.416666667,6.456692913,1.05,7,0.0721,30,1.85,0,1,0,0,0,1,0,1,0,Kathmandu
2.583333333,3.280839895,14,2.25,0.0904,4,13.8,1,0,0,0,0,1,0,1,0,Kathmandu
3,3.937007874,5,3,0.0721,5,11,1,0,0,0,0,0,1,1,0,Kathmandu
2.25,6.233595801,1,7.15,0.0904,25,2.2,1,0,0,0,0,0,1,1,0,Kathmandu
1.333333333,7.874015748,,0.06,0.0987,12.0802,4.538219566,1,0,0,0,0,0,1,0,0,Bhaktapur
4.083333333,6.56167979,11,3,0.067,12,4.5625,1,0,0,0,0,1,0,1,0,Kathmandu
5.083333333,6.56167979,9,5.5,0.067,18,3.03,0,1,0,0,0,1,0,1,0,Kathmandu
5.25,9.842519685,2,12,0.067,24.91428571,2.1875,0,1,0,0,0,1,0,1,0,Kathmandu
3.833333333,11.83727034,15,3,0.0721,13.75,3.96,0,1,0,0,0,1,0,1,0,Kathmandu
4.416666667,4.265091864,1,3,0.067,14,3.875,1,0,0,0,0,1,0,0,1,Lalitpur
0.833333333,3.280839895,1,4.1,0.0831,13.99546779,3.86125,0,0,0,1,0,0,1,1,0,Kathmandu
4.333333333,4.304461942,10,7,0.093,18,3,0,1,0,0,0,0,1,1,0,Kathmandu
4.416666667,3.937007874,4.5,6,0.067,18,3,0,1,0,0,0,1,0,0,1,Lalitpur
3.833333333,4.304461942,0.5,6.5,0.0721,12,4.5,1,0,0,0,0,0,1,1,0,Kathmandu
3.75,19.37007874,5,3.5,0.0721,6,9,0,1,0,0,0,0,1,0,0,Bhaktapur
2.916666667,7.532808399,0.5,10,0.0904,21.5,2.5,0,1,0,0,0,1,0,1,0,Kathmandu
1,3.937007874,15,1,0.0987,1.999766644,26.783125,1,0,0,0,0,0,1,1,0,Kathmandu
3.583333333,3.937007874,3,9,0.067,14.5,3.6875,1,0,0,0,0,0,1,1,0,Kathmandu
4.25,11.83727034,10,18,0.093,32,1.67,0,1,0,0,0,1,0,1,0,Kathmandu
1.25,4.304461942,0.5,4.4,0.0987,9.992982456,5.34375,1,0,0,0,0,0,1,0,0,Bhaktapur
2.333333333,4.304461942,0.5,3.3,0.0904,10.5,5.08,0,1,0,0,0,0,1,1,0,Kathmandu
4.583333333,4.304461942,0.5,7,0.093,20,2.63,0,1,0,0,0,0,1,1,0,Kathmandu
1.083333333,3.280839895,1.5,2.75,0.0987,9.995249406,5.2625,0,1,0,0,0,0,1,1,0,Kathmandu
3.75,4.304461942,2,4,0.0721,14,3.75,1,0,0,0,0,0,1,1,0,Kathmandu
1.416666667,1.312335958,0.5,10,0.0987,30,1.75,0,0,1,0,0,1,0,1,0,Kathmandu
4,1.312335958,1,7,0.093,17,3.06,0,0,1,0,0,0,1,1,0,Kathmandu
3.5,3.280839895,2,11,0.0721,13,4,1,0,0,0,0,0,1,1,0,Kathmandu
2.666666667,6.56167979,15,5,0.0904,6.5,8,1,0,0,0,0,0,1,1,0,Kathmandu
4.25,2,15,1.25,0.093,4,13,0,0,0,0,0,0,1,1,0,Kathmandu
3,6.56167979,2,0.35,0.0721,0.5,103.67,0,0,0,1,0,0,1,1,0,Kathmandu
1,0.984251969,2,4,0.0987,12.0069646,4.3075,0,0,1,0,0,0,1,1,0,Kathmandu
1.666666667,4.593175853,1.5,3.65,0.0987,12.01044993,4.30625,1,0,0,0,0,0,1,1,0,Kathmandu
2.833333333,3.280839895,5,1.5,0.0904,4.5,11.46,1,0,0,0,0,0,1,1,0,Kathmandu
2.916666667,5.905511811,10,5,0.067,14,3.68,1,0,0,0,0,1,0,1,0,Kathmandu
1.666666667,1.312335958,0.5,6,0.0987,8.988131868,5.6875,0,0,1,0,0,0,1,1,0,Kathmandu
2.166666667,20,1.05,3,0.0904,17,3,0,1,0,0,0,1,0,1,0,Kathmandu
3.916666667,3.280839895,16.5,8,0.067,16,3.1875,1,0,0,0,0,0,1,1,0,Kathmandu
2.25,8.530183727,5,0.64,0.0904,6,8.5,0,0,0,1,0,0,1,1,0,Kathmandu
3.333333333,4.304461942,1,1.5,0.0721,5,10.13,1,0,0,0,0,0,1,1,0,Kathmandu
4.5,13.98950131,13,3,0.067,10,5.0625,1,0,0,0,0,0,1,1,0,Kathmandu
2.166666667,3.280839895,1,7,0.0904,17.47936919,2.893125,1,0,0,0,0,0,1,1,0,Kathmandu
5.25,4.304461942,3,1.1,0.067,6,8.41,1,0,0,0,0,0,1,1,0,Kathmandu
1.833333333,3.280839895,0.5,3.65,0.0987,9.995042142,5.0425,1,0,0,0,0,0,1,1,0,Kathmandu
1.916666667,3.937007874,1,8,0.0987,30.07185629,1.67,1,0,0,0,0,1,0,1,0,Kathmandu
4.5,1.312335958,10,0.5,0.093,3.25,15.45,0,0,1,0,0,0,1,1,0,Kathmandu
3.583333333,4.304461942,3,28,0.0721,12,4.18,1,0,0,0,0,1,0,1,0,Kathmandu
2.416666667,3.280839895,1,6.9,0.0904,15,3.34,0,1,0,0,0,0,1,1,0,Kathmandu
2.5,4.304461942,1.5,5,0.0904,13,3.85,0,0,0,1,0,0,1,1,0,Kathmandu
2.583333333,6.56167979,1.5,13,0.0904,25,2,0,1,0,0,0,1,0,1,0,Kathmandu
0.916666667,3.937007874,0.15,12,0.0831,40,1.25,0,1,0,0,0,1,0,1,0,Kathmandu
4.416666667,1.312335958,5,9,0.067,15,3.3125,0,0,1,0,0,1,0,1,0,Kathmandu
3,5.905511811,4,3,0.067,12,4.13,0,1,0,0,0,0,1,1,0,Kathmandu
3.166666667,2.624671916,5,14,0.067,18,2.75,0,0,1,0,0,1,0,1,0,Kathmandu
2.583333333,1.312335958,5,3,0.0904,18,2.75,0,0,1,0,0,0,1,1,0,Kathmandu
2.083333333,3.280839895,,3.65,0.0904,10.49441786,4.7025,1,0,0,0,0,0,1,1,0,Kathmandu
4,6.456692913,0.5,4.65,0.093,14.5,3.39,0,1,0,0,0,0,1,0,1,Lalitpur
3.166666667,3.937007874,8,3,0.067,9,5.43,1,0,0,0,0,1,0,1,0,Kathmandu
2.5,3.280839895,1.05,3.25,0.0904,10,4.875,1,0,0,0,0,1,0,1,0,Kathmandu
1.833333333,2.624671916,2,11,0.0987,19.99485729,2.430625,0,1,0,0,0,0,1,1,0,Kathmandu
3.75,4.304461942,3,8,0.0721,14,3.47,0,1,0,0,0,0,1,0,1,Lalitpur
5.166666667,4.304461942,9,1.5,0.067,10,4.82,1,0,0,0,0,0,1,1,0,Kathmandu
3.916666667,3.280839895,5,3,0.067,12,4,0,1,0,0,0,1,0,1,0,Kathmandu
3.5,4.304461942,1.5,3.1875,0.0721,6,8,1,0,0,0,0,1,0,0,1,Lalitpur
2.75,1.640419948,3,1.625,0.0904,6,8,1,0,0,0,0,1,0,0,1,Lalitpur
3.666666667,6.456692913,20,2,0.0721,3,16,1,0,0,0,0,0,1,1,0,Kathmandu
2.75,6.456692913,20,3.3,0.0904,9,5.33,0,1,0,0,0,0,1,0,0,Bhaktapur
1.416666667,1.312335958,7,0.32,0.0987,1.499853347,31.963125,0,0,1,0,0,0,1,1,0,Kathmandu
2.333333333,4.304461942,7,3.3,0.0904,7,6.83,1,0,0,0,0,0,1,1,0,Kathmandu
2.833333333,1.312335958,2,1,0.0904,5.5,8.66,0,0,1,0,0,0,1,0,1,Lalitpur
2,3.937007874,10,1.65,0.0904,7.997479786,5.951875,1,0,0,0,0,0,1,1,0,Kathmandu
4.333333333,6.56167979,1.5,7,0.067,40,1.1875,0,1,0,0,0,0,1,0,1,Lalitpur
1.833333333,3.937007874,1.05,1,0.0987,6,7.875,1,0,0,0,0,1,0,1,0,Kathmandu
1.916666667,4.304461942,10,2.75,0.0987,11.99426295,3.921875,0,1,0,0,0,0,1,0,1,Lalitpur
3.583333333,4.304461942,20,3,0.0721,8,5.87,1,0,0,0,0,0,1,1,0,Kathmandu
0.916666667,3.280839895,1.5,2.5,0.0831,12.00767754,3.9075,1,0,0,0,0,0,1,1,0,Kathmandu
2.833333333,5.249343832,1.5,1.5,0.0904,5.5,8.5,1,0,0,0,0,0,1,1,0,Kathmandu
2.666666667,3.280839895,10,5,0.0904,12,3.88,0,0,0,1,0,0,1,1,0,Kathmandu
2.25,3.280839895,7,4,0.0904,16,2.88,0,1,0,0,0,0,1,1,0,Kathmandu
1.416666667,3.280839895,0.5,1.15,0.0987,6,7.65,1,0,0,0,0,1,0,1,0,Kathmandu
3.916666667,6.456692913,10,2,0.0721,3.2,14.34,1,0,0,0,0,0,1,1,0,Kathmandu
4.416666667,4.304461942,1,2.675,0.093,12.5,3.66,0,0,0,1,0,1,0,1,0,Kathmandu
2.333333333,9.842519685,1.3,12,0.0904,27,1.69,0,1,0,0,0,0,1,1,0,Kathmandu
4.416666667,1.640419948,8,9,0.093,11,4.12,0,0,1,0,0,0,1,1,0,Kathmandu
2.583333333,11.83727034,40,2.5,0.0904,4,11.31,0,1,0,0,0,0,1,0,0,Bhaktapur
2.833333333,3.937007874,0.5,7,0.0904,15,3,0,1,0,0,0,0,1,1,0,Kathmandu
2.333333333,3.280839895,20,2.1,0.0904,4,11.25,1,0,0,0,0,0,1,1,0,Kathmandu
3.583333333,4.304461942,15,1.5,0.0721,3,14.93,1,0,0,0,0,0,1,1,0,Kathmandu
1.916666667,3.280839895,0.5,4.4,0.0987,11.9919409,3.7225,0,1,0,0,0,0,1,1,0,Kathmandu
3.25,4.304461942,1,7,0.0721,10,4.45,0,1,0,0,0,0,1,1,0,Kathmandu
5.25,1.312335958,1,3.25,0.067,11,4.04,0,0,1,0,0,0,1,1,0,Kathmandu
4.166666667,4.304461942,15,3.5,0.093,10,4.435,1,0,0,0,0,0,1,1,0,Kathmandu
4.416666667,2.624671916,8,12,0.093,12,3.68,1,0,0,0,0,0,1,1,0,Kathmandu
4.166666667,4.304461942,7,4.5,0.093,10,4.4,1,0,0,0,0,0,1,1,0,Kathmandu
2.416666667,1.312335958,5,6,0.0904,8,5.5,0,0,1,0,0,0,1,1,0,Kathmandu
2,3.937007874,1,7.15,0.0904,11,4,1,0,0,0,0,0,1,1,0,Kathmandu
2.083333333,7.532808399,0.5,7.15,0.0904,17.5,2.5,0,1,0,0,0,1,0,1,0,Kathmandu
2.666666667,2.624671916,2,0.75,0.0904,4,10.85,0,0,1,0,0,0,1,0,1,Lalitpur
1.083333333,2.296587927,2,5.56,0.0987,6.010911925,7.216875,0,0,1,0,0,0,1,1,0,Kathmandu
2.916666667,2.624671916,6,5,0.067,6.5,6.66,1,0,0,0,0,1,0,1,0,Kathmandu
3.583333333,1.076115486,1.5,0.5,0.0721,1.5,28.77,0,0,1,0,0,0,0,1,0,Kathmandu
3.083333333,4.304461942,1,5,0.0721,15,2.87,1,0,0,0,0,0,1,1,0,Kathmandu
4.25,4.304461942,5,4,0.093,8,5.38,0,1,0,0,0,0,1,0,1,Lalitpur
1.333333333,3.937007874,5,8,0.0987,12.98770104,3.303125,1,0,0,0,0,0,1,1,0,Kathmandu
4.166666667,6.56167979,2.6,4.5,0.067,14,3.0625,1,0,0,0,0,1,0,1,0,Kathmandu
2.333333333,4.304461942,7,7.15,0.0904,10,4.25,0,1,0,0,0,0,1,1,0,Kathmandu
0,1.312335958,5,6,0.0831,18.02864721,2.35625,0,0,1,0,0,0,1,1,0,Kathmandu
2.5,1.312335958,2,2,0.0904,2,21.21,0,0,1,0,0,0,0,1,0,Kathmandu
0.916666667,5.249343832,20,1.3125,0.0831,4.251331203,9.976875,0,1,0,0,0,0,1,0,1,Lalitpur
3.083333333,4.304461942,15,5.5,0.0721,6.5,6.5,1,0,0,0,0,0,1,1,0,Kathmandu
2.916666667,2.624671916,6,5,0.067,6.5,6.5,0,0,0,0,0,1,0,1,0,Kathmandu
4.333333333,3.608923885,8.5,7,0.067,12,3.5,1,0,0,0,0,1,0,1,0,Kathmandu
4.5,4.304461942,3,2,0.093,12,3.5,1,0,0,0,0,0,1,0,0,Bhaktapur
4.083333333,3.937007874,3,2,0.067,7,6,1,0,0,0,0,0,1,1,0,Kathmandu
1.583333333,4.921259843,5,7.15,0.0987,12,3.5,0,1,0,0,0,0,1,1,0,Kathmandu
1.583333333,3.937007874,5,7,0.0987,12,3.5,0,0,0,0,1,1,0,1,0,Kathmandu
0.916666667,3.280839895,1.5,5.5,0.0831,12,3.5,0,1,0,0,0,1,0,1,0,Kathmandu
1.75,4.265091864,20,0.074,0.0987,0.400011985,104.296875,0,0,1,0,0,0,1,1,0,Kathmandu
2.25,6.456692913,2,1.5,0.0904,6,6.92,0,0,0,1,0,0,1,0,0,Bhaktapur
4.416666667,6.56167979,1,4,0.067,15,2.75,1,0,0,0,0,0,1,1,0,Kathmandu
3.833333333,3.937007874,20,4,0.067,10,4.125,1,0,0,0,0,1,0,1,0,Kathmandu
3.083333333,4.304461942,2,6,0.0721,13,3.17,0,1,0,0,0,0,1,1,0,Kathmandu
1.666666667,6.456692913,,5.5,0.0987,11.51608392,3.575,0,0,0,1,0,1,0,1,0,Kathmandu
5.25,4.304461942,3,1,0.067,7,5.87,1,0,0,0,0,0,1,1,0,Kathmandu
4.166666667,4.304461942,10,1.5,0.093,2.6,15.71,0,0,1,0,0,0,1,1,0,Kathmandu
3.75,4.304461942,20,2,0.0721,7.5,5.44,1,0,0,0,0,0,1,0,1,Lalitpur
1.916666667,1.312335958,0.6,8,0.0987,19.98163453,2.041875,0,0,1,0,0,1,0,1,0,Kathmandu
4.666666667,8,0.04,5.5,0.093,12.5,3.25,1,0,0,0,0,0,1,1,0,Kathmandu
3.083333333,4.304461942,1.05,4.5,0.0721,9,4.5,1,0,0,0,0,0,1,1,0,Kathmandu
5.25,2.624671916,1,3,0.067,9,4.5,1,0,0,0,0,0,1,0,0,Bhaktapur
1.916666667,3.937007874,5,1,0.0987,6.500100908,6.19375,1,0,0,0,0,0,1,1,0,Kathmandu
2.166666667,3.280839895,0.6,2.2,0.0904,9,4.46,1,0,0,0,0,0,1,1,0,Kathmandu
3,1.312335958,0.6,10,0.0721,80,0.5,0,0,1,0,0,1,0,1,0,Kathmandu
3.583333333,4.265091864,0.5,8,0.0721,16,2.5,0,1,0,0,0,1,0,0,1,Lalitpur
3.583333333,4.265091864,0.5,8,0.0721,16,2.5,0,1,0,0,0,1,0,0,1,Lalitpur
3.166666667,4.304461942,5,2.25,0.0721,10,4,1,0,0,0,0,0,1,1,0,Kathmandu
3.083333333,2,15,1.5,0.0721,2.5,16,0,0,1,0,0,0,1,1,0,Kathmandu
4.083333333,6.456692913,50,2,0.093,2,20,1,0,0,0,0,0,1,1,0,Kathmandu
1.75,5.905511811,1.25,17,0.0987,125.2446184,0.319375,0,1,0,0,0,1,0,1,0,Kathmandu
2,3.937007874,1,0.98,0.0904,6.994631314,5.704375,1,0,0,0,0,0,1,1,0,Kathmandu
0.916666667,4.304461942,0.8,4.4,0.0831,12,3.32,1,0,0,0,0,0,1,1,0,Kathmandu
2.416666667,6.56167979,25,1.6,0.0904,3.5,11.36,0,0,0,1,0,0,1,1,0,Kathmandu
2.916666667,1.312335958,5,8,0.0904,11,3.61,0,0,1,0,0,1,0,1,0,Kathmandu
1.25,3.280839895,2.5,4.53125,0.0987,3.000283474,13.22875,1,0,0,0,0,0,1,0,1,Lalitpur
1.5,3.937007874,1,2.5875,0.0987,12.99201311,3.051875,0,0,0,1,0,1,0,0,1,Lalitpur
3.583333333,10.76115486,2,7,0.0721,17,2.32,0,1,0,0,0,1,0,1,0,Kathmandu
1.666666667,8,3,6,0.0987,10.00634921,3.9375,0,0,1,0,0,0,1,1,0,Kathmandu
1.666666667,3.280839895,5,4,0.0987,9.00128737,4.369375,0,0,0,0,1,0,1,1,0,Kathmandu
3.666666667,3.937007874,4,2.25,0.067,8,4.9125,1,0,0,0,0,1,0,1,0,Kathmandu
4.166666667,4.304461942,5,24,0.093,45,0.87,0,1,0,0,0,1,0,1,0,Kathmandu
1.333333333,3.937007874,3.5,2.2,0.0987,14.99640891,2.610625,1,0,0,0,0,0,1,1,0,Kathmandu
2.5,4.304461942,17,2.5,0.0904,9,4.34,0,0,0,1,0,0,1,1,0,Kathmandu
2.5,4.304461942,17,2.5,0.0904,9,4.34,0,0,0,1,0,0,1,1,0,Kathmandu
1.666666667,1.312335958,3,0.12,0.0987,2,19.5,0,0,1,0,0,0,1,1,0,Kathmandu
2.416666667,3.280839895,15,0.90625,0.0904,7,5.56,1,0,0,0,0,1,0,0,1,Lalitpur
4.166666667,3.280839895,3,7,0.093,10.5,3.7,1,0,0,0,0,0,1,1,0,Kathmandu
3.916666667,4.265091864,2.5,5.5,0.067,13.5,2.875,1,0,0,0,0,1,0,1,0,Kathmandu
1.916666667,3.280839895,10,2.5,0.0987,9.996779388,3.88125,0,0,0,1,0,0,1,1,0,Kathmandu
4.083333333,3.280839895,1.1,6.6,0.067,20,1.9375,0,0,1,0,0,1,0,1,0,Kathmandu
5.166666667,6.56167979,7,3,0.067,11,3.52,1,0,0,0,0,1,0,1,0,Kathmandu
2.333333333,6.56167979,1,2.45,0.0904,8.5,4.54,1,0,0,0,0,0,1,1,0,Kathmandu
2.333333333,6.56167979,1,2.75,0.0904,9.5,4.06,1,0,0,0,0,0,1,1,0,Kathmandu
2.333333333,2.624671916,5,1.8125,0.0904,9,4.28,1,0,0,0,0,0,1,0,1,Lalitpur
1.166666667,7.217847769,15,3.3,0.0987,4.997562957,7.69375,0,1,0,0,0,0,1,1,0,Kathmandu
3.583333333,1.312335958,25,2,0.0721,7.5,5.1,0,0,1,0,0,0,1,0,0,Bhaktapur
4.333333333,4.304461942,10,3,0.093,11,3.47,1,0,0,0,0,0,1,1,0,Kathmandu
1.333333333,4.593175853,3,3.34375,0.0987,1.24989728,30.4225,0,0,0,1,0,0,1,0,1,Lalitpur
4.5,3.937007874,3,4,0.093,8,4.75,1,0,0,0,0,0,1,1,0,Kathmandu
4.166666667,1.312335958,5,12,0.093,15,2.52,0,0,1,0,0,1,0,1,0,Kathmandu
1.916666667,1.968503937,3,2.1,0.0987,4.002647254,9.44375,1,0,0,0,0,0,1,1,0,Kathmandu
4.583333333,1.312335958,15,5.5,0.093,10.75,3.5,0,0,1,0,0,1,0,1,0,Kathmandu
3.166666667,3.280839895,0.2,11,0.0721,30,1.25,0,0,1,0,0,1,0,1,0,Kathmandu
4.416666667,3.280839895,5,12,0.067,15,2.5,1,0,0,0,0,0,1,1,0,Kathmandu
2.416666667,2.952755906,3,9,0.0904,15,2.5,0,1,0,0,0,0,1,1,0,Kathmandu
4,3.280839895,5,6.5,0.093,15,2.5,0,1,0,0,0,0,1,1,0,Kathmandu
2.916666667,4.593175853,1.5,6,0.067,15,2.5,1,0,0,0,0,1,0,1,0,Kathmandu
4.166666667,8.608923885,3,1.5,0.093,7.5,5,1,0,0,0,0,0,1,0,0,Bhaktapur
4.416666667,4.304461942,5,2,0.093,6,6.25,1,0,0,0,0,0,1,1,0,Kathmandu
1.583333333,3.937007874,5,1.8125,0.0987,5.497745468,6.791875,0,1,0,0,0,0,1,0,1,Lalitpur
3.166666667,7.217847769,1.5,3,0.0721,10,3.73,0,1,0,0,0,0,1,1,0,Kathmandu
4.25,6.456692913,4,3,0.093,15,2.47,1,0,0,0,0,0,1,1,0,Kathmandu
4.416666667,4.304461942,15,2,0.093,2.5,14.81,1,0,0,0,0,0,1,1,0,Kathmandu
4.083333333,1,10,0.5,0.093,2,18.5,0,0,0,0,0,0,0,0,1,Lalitpur
1.416666667,2.624671916,,8,0.0987,20.01352265,1.84875,0,0,0,0,1,1,0,1,0,Kathmandu
1.583333333,5.380577428,0.5,4,0.0987,9.50329529,3.888125,0,1,0,0,0,0,1,1,0,Kathmandu
3,4.304461942,1.05,7.7,0.0721,10,3.68,1,0,0,0,0,0,1,1,0,Kathmandu
3,4.304461942,1.05,7,0.0721,10,3.68,1,0,0,0,0,0,1,1,0,Kathmandu
2.666666667,3.280839895,10,3,0.0904,2.5,14.72,1,0,0,0,0,0,1,1,0,Kathmandu
2.166666667,3,15,1,0.0904,3.235271425,11.340625,0,0,1,0,0,0,1,0,0,Bhaktapur
4.666666667,4.304461942,4,7.7,0.093,13.5,2.68,0,1,0,0,0,0,1,1,0,Kathmandu
4.166666667,2.624671916,5,14,0.067,18,2,0,0,1,0,0,1,0,1,0,Kathmandu
3.083333333,4.304461942,10,11,0.0721,12,3,0,0,0,1,0,0,1,1,0,Kathmandu
2.333333333,2.624671916,3,7,0.0904,12,3,1,0,0,0,0,1,0,1,0,Kathmandu
3.166666667,3.280839895,3,5,0.0721,12,3,1,0,0,0,0,0,1,1,0,Kathmandu
4,3.608923885,1,4,0.093,12,3,1,0,0,0,0,1,0,1,0,Kathmandu
4.666666667,4.304461942,15,3.8148,0.093,12,3,1,0,0,0,0,0,1,0,1,Lalitpur
2.916666667,3.280839895,1,3,0.067,12,3,1,0,0,0,0,1,0,1,0,Kathmandu
4.083333333,3.937007874,3.5,6,0.067,9,4,1,0,0,0,0,1,0,1,0,Kathmandu
2.5,5.905511811,3,1.5,0.067,9,4,1,0,0,0,0,1,0,1,0,Kathmandu
2.416666667,3.937007874,5,2.1,0.0904,6,6,1,0,0,0,0,1,0,1,0,Kathmandu
2.416666667,3.937007874,5,2.1,0.0904,6,6,1,0,0,0,0,1,0,1,0,Kathmandu
1.416666667,2.624671916,2,9,0.0987,18,2,0,1,0,0,0,1,0,1,0,Kathmandu
1.583333333,0.984251969,5,8,0.0987,9,4,0,0,1,0,0,0,1,1,0,Kathmandu
1.416666667,3.937007874,0.5,5,0.0987,20.02781641,1.7975,0,0,0,0,1,0,1,1,0,Kathmandu
5.25,4.304461942,2,1,0.067,10,3.58,1,0,0,0,0,0,1,1,0,Kathmandu
1.916666667,3.937007874,2.5,1,0.0987,6.5,5.5,1,0,0,0,0,0,1,1,0,Kathmandu
1.666666667,2.152230971,,1.9,0.0987,8.992921189,3.973125,1,0,0,0,0,1,0,1,0,Kathmandu
1.75,2.624671916,4,7.15,0.0987,10.00876117,3.566875,1,0,0,0,0,0,1,1,0,Kathmandu
3.833333333,4.304461942,5,3,0.0721,8.25,4.29,1,0,0,0,0,0,1,1,0,Kathmandu
3.75,4.304461942,1.8,7,0.0721,10,3.52,0,0,0,0,1,1,0,1,0,Kathmandu
4,1.312335958,0.5,2.5,0.093,10,3.5,0,0,1,0,0,0,1,1,0,Kathmandu
4.333333333,2.296587927,4,2.25,0.067,8,4.375,0,1,0,0,0,0,1,1,0,Kathmandu
2.916666667,3.937007874,5,0.9,0.0904,7,5,1,0,0,0,0,0,1,1,0,Kathmandu
0.833333333,3.937007874,3,4.1,0.0831,7,5,1,0,0,0,0,0,1,1,0,Kathmandu
2.666666667,2.624671916,2,4,0.0904,6,5.83,1,0,0,0,0,0,1,1,0,Kathmandu
2.25,1.312335958,2,2.75,0.0904,6.5,5.37,0,0,1,0,0,0,1,1,0,Kathmandu
2.75,6.456692913,1.05,10,0.0904,45,0.77,0,1,0,0,0,0,1,1,0,Kathmandu
3.916666667,0.984251969,0.5,0.5,0.0721,2.5,13.8,0,0,1,0,0,0,1,0,0,Bhaktapur
2.916666667,6.56167979,1.05,4,0.067,7,4.9,1,0,0,0,0,1,0,1,0,Kathmandu
2.75,1.312335958,2,7,0.0904,8,4.25,0,0,1,0,0,0,1,1,0,Kathmandu
4.5,15.0656168,12,1.5,0.067,8,4.25,1,0,0,0,0,0,1,1,0,Kathmandu
2.583333333,3.937007874,1.05,5,0.0904,10,3.39,0,1,0,0,0,0,1,1,0,Kathmandu
3.083333333,2.624671916,0.6,8,0.0721,13,2.6,0,0,1,0,0,1,0,1,0,Kathmandu
3,7.532808399,1,14,0.0721,25,1.35,0,1,0,0,0,1,0,1,0,Kathmandu
0.833333333,3.280839895,1,4.1,0.0831,9.004526404,3.728125,1,0,0,0,0,0,1,1,0,Kathmandu
1,3.280839895,1,4.1,0.0987,9.004526404,3.728125,1,0,0,0,0,0,1,1,0,Kathmandu
4.166666667,4.265091864,4,3.5,0.067,3.5,9.5625,1,0,0,0,0,0,0,0,1,Lalitpur
2.416666667,4.304461942,2,2,0.0904,11,3.03,1,0,0,0,0,0,1,0,0,Bhaktapur
4,3.937007874,3,4,0.093,7,4.75,1,0,0,0,0,0,1,1,0,Kathmandu
4.25,1,7,0.35,0.093,1.75,18.93,0,0,0,0,0,0,1,1,0,Kathmandu
2.25,3.280839895,5,7,0.0904,9,3.67,1,0,0,0,0,0,1,1,0,Kathmandu
2.75,0.984251969,10,1.125,0.0904,5.5,6,0,0,1,0,0,0,1,0,1,Lalitpur
1.583333333,1.312335958,0.3,2.75,0.0987,12,2.75,0,0,1,0,0,0,1,1,0,Kathmandu
2.833333333,4.304461942,2,3,0.0904,7.3,4.5,1,0,0,0,0,0,1,1,0,Kathmandu
3.25,2.624671916,5,5,0.0721,10,3.27,1,0,0,0,0,0,1,1,0,Kathmandu
4,3.280839895,4,4,0.093,10,3.25,1,0,0,0,0,0,1,1,0,Kathmandu
2.5,5.380577428,2,4,0.0904,6.5,5,1,0,0,0,0,0,1,1,0,Kathmandu
4.416666667,3.937007874,17.5,2.25,0.067,6.5,5,1,0,0,0,0,1,0,1,0,Kathmandu
